SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Z Scores
15698-6,3,SL007220,Alpha-taxilin,TXLNA,P40222,200081,TXLNA,-0.062408439
9756-6,3,SL008169,Transgelin,TAGL,Q01995,6876,TAGLN,-0.062436599
13576-15,3,SL003643,Glutathione S-transferase P,Glutathione S-transferase Pi,P09211,2950,GSTP1,-0.06269149
9099-19,3,SL014571,Synaptotagmin-5,SYT5,O00445,6861,SYT5,-0.063532199
5740-17,3,SL013095,Roundabout homolog 1,ROBO1,Q9Y6N7,6091,ROBO1,-0.063815738
21696-80,3,SL022657,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,LRFN4,Q6PJG9,78999,LRFN4,-0.063848417
20117-5,3,SL008378,Eukaryotic translation initiation factor 4E-binding protein 2,4EBP2,Q13542,1979,EIF4EBP2,-0.064459492
10815-2,3,SL018601,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,22927,HABP4,-0.064795663
20968-22,3,SL022036,Exosome complex component RRP46,EXOS5,Q9NQT4,56915,EXOSC5,-0.065332989
25926-29,3,SL024264,LIM domain-binding protein 1,LDB1,Q86U70,8861,LDB1,-0.065377513
9378-6,3,SL017513,Fibrinogen C domain-containing protein 1,FBCD1,Q8N539,84929,FIBCD1,-0.066464522
12795-2,3,SL019910,Zinc finger protein 566,ZN566,Q969W8,84924,ZNF566,-0.066536858
12426-19,3,SL016520,MOB kinase activator 1A,MOL1B,Q9H8S9,55233,MOB1A,-0.066686874
15437-11,3,SL008721,Receptor activity-modifying protein 3,RAMP3,O60896,10268,RAMP3,-0.066859469
7011-8,3,SL018024,Kv channel-interacting protein 4,KCIP4,Q6PIL6,80333,KCNIP4,-0.067588023
12699-28,3,SL005763,T-complex protein 1 subunit theta,TCP-1-theta,P50990,10694,CCT8,-0.067778709
7231-37,3,SL018101,Transmembrane protease serine 11A,TM11A,Q6ZMR5,339967,TMPRSS11A,-0.06791977
4834-61,2,SL002654,Ephrin type-A receptor 2,Epithelial cell kinase,P29317,1969,EPHA2,-0.068030753
5667-3,3,SL012491,Semaphorin-3B,SEM3B,Q13214,7869,SEMA3B,-0.068238937
18213-30,3,SL016497,NEDD8-conjugating enzyme UBE2F,UBE2F,Q969M7,140739,UBE2F,-0.068429057
14057-68,3,SL004686,Tumor necrosis factor ligand superfamily member 15,TNFSF15,O95150,9966,TNFSF15,-0.068608904
21691-27,3,SL022658,Leucine-rich repeat and fibronectin type-III domain-containing protein 3,LRFN3,Q9BTN0,79414,LRFN3,-0.068694987
4917-62,1,SL003182,Integrin alpha-V: beta-5 complex,Integrin aVb5,P06756|P18084,3685|3693,ITGAV|ITGB5,-0.069111773
19562-8,3,SL021216,Ubiquitin carboxyl-terminal hydrolase 28,UBP28,Q96RU2,57646,USP28,-0.069454818
18237-29,3,SL021014,Nuclear receptor-interacting protein 3,NRIP3,Q9NQ35,56675,NRIP3,-0.069666698
11562-9,3,SL014854,DNA polymerase epsilon subunit 2,DPOE2,P56282,5427,POLE2,-0.069772548
7192-37,3,SL004524,Interferon lambda receptor 1,CRF2-12,Q8IU57,163702,IFNLR1,-0.069820321
20074-3,3,SL012515,Laminin subunit alpha-3,LAMA3,Q16787,3909,LAMA3,-0.07003459
11607-15,3,SL016389,Bromodomain-containing protein 1,BRD1,O95696,23774,BRD1,-0.07017268
3800-71,2,SL000377,Creatine kinase B-type,CK-BB,P12277,1152,CKB,-0.070180079
14748-31,3,SL020313,Rho GTPase-activating protein 5,RHG05,Q13017,394,ARHGAP5,-0.070578609
15297-3,3,SL004825,Protein S100-A3,S100A3,P33764,6274,S100A3,-0.070584724
6280-11,3,SL016388,Protocadherin-8,PCDH8,O95206,5100,PCDH8,-0.070858717
13977-28,3,SL015168,BRCA1-associated RING domain protein 1,BARD1,Q99728,580,BARD1,-0.070874532
15470-11,3,SL005383,Beta-hexosaminidase subunit beta,Hexosaminidase B,P07686,3074,HEXB,-0.07094297
3340-53,1,SL007207,Thrombospondin-4,TSP4,P35443,7060,THBS4,-0.071111219
19189-2,3,SL010983,Ubiquitin carboxyl-terminal hydrolase 14,UBP14,P54578,9097,USP14,-0.071413337
11596-47,3,SL019527,Zinc finger protein 75D,ZN75D,P51815,7626,ZNF75D,-0.071620885
7239-9,3,SL005254,Glutathione S-transferase Mu 1,GST M1-1,P09488,2944,GSTM1,-0.071636561
15308-108,3,SL012520,Brorin,VWC2,Q2TAL6,375567,VWC2,-0.071798406
13510-7,3,SL011088,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,AT2A3,Q93084,489,ATP2A3,-0.071978434
24706-73,3,SL015305,Craniofacial development protein 1,CFDP1,Q9UEE9,10428,CFDP1,-0.072039687
14034-22,3,SL001890,Tumor-associated calcium signal transducer 2,GA733-1 protein,P09758,4070,TACSTD2,-0.072610246
20189-28,3,SL014388,Integrin alpha V beta 6,Integrin aVb6,P06756|P18564,3685|3694,ITGAV|ITGB6,-0.072796899
17683-2,3,SL020090,COMM domain-containing protein 9,COMD9,Q9P000,29099,COMMD9,-0.07295021
18413-24,3,SL014815,ADP-ribosylation factor-like protein 4D,ARL4D,P49703,379,ARL4D,-0.073014903
5128-53,3,SL014228,SLAM family member 6,SLAF6,Q96DU3,114836,SLAMF6,-0.073033045
7245-2,3,SL018136,CUGBP Elav-like family member 2,CELF2,O95319,10659,CELF2,-0.073263484
21487-20,3,SL021966,Biogenesis of lysosome-related organelles complex 1 subunit 6,BL1S6,Q9UL45,26258,BLOC1S6,-0.073349191
18931-40,3,SL011409,Slit homolog 3 protein,SLIT3,O75094,6586,SLIT3,-0.073372255
13056-18,3,SL019585,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5,S6A16,Q9GZN6,28968,SLC6A16,-0.073380839
18901-26,3,SL021233,Heat shock 70 kDa protein 1B,HS71B,P0DMV9,3303,HSPA1B,-0.073646544
3892-21,2,SL010328,Mediator of RNA polymerase II transcription subunit 1,MED-1,Q15648,5469,MED1,-0.073662518
8107-12,3,SL018406,Transmembrane protein 234,TM234,Q8WY98,56063,TMEM234,-0.073756368
22086-2,3,SL022889,Breast cancer metastasis-suppressor 1-like protein,BRM1L,Q5PSV4,84312,BRMS1L,-0.07402778
21350-29,3,SL022089,Protein lin-28 homolog B,LN28B,Q6ZN17,389421,LIN28B,-0.07405415
25468-5,3,SL004103,SOX-9,SOX-9,P48436,6662,SOX9,-0.074394731
6378-2,3,SL017444,Protein CEI,CEI,Q86SI9,153571,C5orf38,-0.074503231
10780-10,3,SL008723,Ras-related protein Rab-3D,RAB3D,O95716,9545,RAB3D,-0.074678468
5352-11,3,SL004145,Tumor necrosis factor receptor superfamily member 14,HVEM,Q92956,8764,TNFRSF14,-0.074757944
8372-29,3,SL017405,Cadherin-related family member 1,CDHR1,Q96JP9,92211,CDHR1,-0.075293868
11358-15,3,SL013823,Growth factor receptor-bound protein 10,GRB10,Q13322,2887,GRB10,-0.075545016
14115-34,3,SL002782,Adrenomedullin,Adrenomedullin,P35318,133,ADM,-0.075742571
10955-4,3,SL014095,C-type lectin domain family 10 member A,CLC10,Q8IUN9,10462,CLEC10A,-0.075767767
14696-45,3,SL010617,Tryptase beta-2,TPSB2,P20231,64499,TPSB2,-0.076117277
25461-3,3,SL023143,S-arrestin,ARRS,P10523,6295,SAG,-0.076851924
13492-44,3,SL005768,"Stress-70 protein, mitochondrial",HSPA9B,P38646,3313,HSPA9,-0.077287001
18348-89,3,SL008192,Heterogeneous nuclear ribonucleoprotein D0,HNRPD,Q14103,3184,HNRNPD,-0.077581095
18277-28,3,SL020910,TP53-regulated inhibitor of apoptosis 1,TRIA1,O43715,51499,TRIAP1,-0.077586648
7182-1,3,SL006149,Liver carboxylesterase 1,"carboxylesterase, liver",P23141,1066,CES1,-0.077664964
3234-23,2,SL010390,Coiled-coil domain-containing protein 80,URB,Q76M96,151887,CCDC80,-0.077673149
11293-14,3,SL025922,Leucine-rich repeat neuronal protein 1:Cytoplasmic domain,LRRN1:CD,Q6UXK5,57633,LRRN1,-0.07802696
10554-23,3,SL009072,Beta-galactosidase,BGAL,P16278,2720,GLB1,-0.078263463
6022-57,3,SL005091,Protein kinase C-binding protein NELL2,NELL2,Q99435,4753,NELL2,-0.078298119
3418-12,2,SL010490,Calcium/calmodulin-dependent protein kinase type 1D,CAMK1D,Q8IU85,57118,CAMK1D,-0.078830957
6605-17,3,SL005608,Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,P35858,3483,IGFALS,-0.078994137
8315-5,3,SL012695,Beta-defensin 119,DB119,Q8N690,245932,DEFB119,-0.079301286
8838-10,3,SL018589,Protein CASC4,CASC4,Q6P4E1,113201,GOLM2,-0.079424767
10803-22,3,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,-0.079647707
10705-14,3,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,-0.079728597
23334-21,3,SL023693,Late cornified envelope protein 3C,LCE3C,Q5T5A8,353144,LCE3C,-0.079851983
11198-37,3,SL012768,Cyclic AMP-responsive element-binding protein 3-like protein 1,CR3L1,Q96BA8,90993,CREB3L1,-0.07989907
14143-8,3,SL014983,Histone H2B type 2-E,H2B2E,Q16778,8349,H2BC21,-0.080174783
8760-10,3,SL018682,DCN1-like protein 5,DCNL5,Q9BTE7,84259,DCUN1D5,-0.080323912
9544-24,3,SL019001,Uncharacterized protein C7orf69,CG069,Q9H7B7,80099,C7orf69,-0.080516493
17812-2,3,SL015125,Protein tyrosine phosphatase type IVA 1,TP4A1,Q93096,7803,PTP4A1,-0.08051769
7932-23,3,SL018340,Synaptotagmin-8,SYT8,Q8NBV8,90019,SYT8,-0.080742743
11278-4,3,SL009488,Collagen alpha-2(XI) chain,COL11A2,P13942,1302,COL11A2,-0.081306837
5351-52,3,SL004891,Heterogeneous nuclear ribonucleoproteins A2/B1,hnRNP A2/B1,P22626,3181,HNRNPA2B1,-0.082586106
14123-34,3,SL025873,V-type immunoglobulin domain-containing suppressor of T-cell activation:Extracellular domain,GI24:ECD,Q9H7M9,64115,VSIR,-0.082887105
17231-1,3,SL004609,Plastin-2,L-plastin,P13796,3936,LCP1,-0.083567209
12751-26,3,SL015327,Zinc fingers and homeoboxes protein 1,ZHX1,Q9UKY1,11244,ZHX1,-0.083767835
18909-11,3,SL019371,Exosome complex component RRP43,EXOS8,Q96B26,11340,EXOSC8,-0.083794214
18337-4,3,SL014629,"GDP-mannose 4,6 dehydratase",GMDS,O60547,2762,GMDS,-0.083948226
3400-49,2,SL007747,Serine/threonine-protein kinase TBK1,TBK1,Q9UHD2,29110,TBK1,-0.084211615
7152-5,3,SL007547,Hepatitis A virus cellular receptor 2,TIMD3,Q8TDQ0,84868,HAVCR2,-0.084294874
2602-2,2,SL001996,Angiopoietin-2,Angiopoietin-2,O15123,285,ANGPT2,-0.084309328
7748-11,3,SL008054,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUV2,P19404,4729,NDUFV2,-0.084633541
22472-4,3,SL022770,Transcription factor 12,HTF4,Q99081,6938,TCF12,-0.084671546
5664-57,3,SL012682,Beta-defensin 106,D106A,Q8N104,245909,DEFB106A,-0.084786218
23546-9,3,SL023284,Hydroxyacylglutathione hydrolase-like protein,HAGHL,Q6PII5,84264,HAGHL,-0.085648087
19612-3,3,SL007309,CD81 antigen,CD81,P60033,975,CD81,-0.085716981
24960-48,3,SL013722,Huntingtin-interacting protein 1-related protein,HIP1R,O75146,9026,HIP1R,-0.086500928
7197-2,3,SL018091,DnaJ homolog subfamily C member 15,DJC15,Q9Y5T4,29103,DNAJC15,-0.086579322
23665-35,3,SL010949,26S protease regulatory subunit 6A,PRS6A,P17980,5702,PSMC3,-0.086798306
7048-4,3,SL017994,Carcinoembryonic antigen-related cell adhesion molecule 19,CEA19,Q7Z692,56971,CEACAM19,-0.087322053
3797-1,1,SL000638,Cadherin-2,Cadherin-2,P19022,1000,CDH2,-0.087968838
5992-50,3,SL007072,T-cell surface glycoprotein CD8 alpha chain,CD8A,P01732,925,CD8A,-0.08819598
22120-4,3,SL022899,DDB1- and CUL4-associated factor 11,DCA11,Q8TEB1,80344,DCAF11,-0.08873536
4284-18,3,SL011535,RNA-binding protein 39,RBM39,Q14498,9584,RBM39,-0.08874411
3331-8,1,SL010468,RGM domain family member B,RGMB,Q6NW40,285704,RGMB,-0.089069685
8654-13,3,SL025786,Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain,ADAM 10:CD,O14672,102,ADAM10,-0.089082679
15588-17,3,SL009217,Alpha-galactosidase A,"galactosidase, alpha",P06280,2717,GLA,-0.089334111
8980-19,3,SL018778,Cell surface glycoprotein CD200 receptor 2,MO2R2,Q6Q8B3,344807,CD200R1L,-0.089336468
10342-55,3,SL019096,E3 SUMO-protein ligase PIAS4,PIAS4,Q8N2W9,51588,PIAS4,-0.089383721
22112-30,3,SL022942,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5,Q5HYK3,84274,COQ5,-0.089407597
22496-21,3,SL022811,LYR motif-containing protein 1,LYRM1,O43325,57149,LYRM1,-0.089640379
24485-32,3,SL007264,B-cell receptor-associated protein 31,BAP31,P51572,10134,BCAP31,-0.089729386
24493-10,3,SL023699,Myotubularin-related protein 7,MTMR7,Q9Y216,9108,MTMR7,-0.089940614
3723-1,2,SL000306,Brain natriuretic peptide 32,BNP-32,P16860,4879,NPPB,-0.090462534
3364-76,2,SL006910,Cathepsin L2,Cathepsin V,O60911,1515,CTSV,-0.090640744
12548-75,3,SL019776,Ras-related GTP-binding protein C,RRAGC,Q9HB90,64121,RRAGC,-0.090777893
7233-73,3,SL018118,P2X purinoceptor 6,P2RX6,O15547,9127,P2RX6,-0.090917085
9728-4,3,SL019116,E3 ubiquitin-protein ligase CCNB1IP1,CIP1,Q9NPC3,57820,CCNB1IP1,-0.091159927
13609-11,3,SL007326,General transcription factor II-I,GTF2I,P78347,2969,GTF2I,-0.091179122
24290-5,3,SL023736,Uncharacterized protein C20orf202,CT202,A1L168,400831,C20orf202,-0.091259881
2642-4,1,SL004760,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH beta subunit,P68402,5049,PAFAH1B2,-0.091391562
18928-10,3,SL021527,Protein S100-Z,S100Z,Q8WXG8,170591,S100Z,-0.091438116
17696-1,3,SL004508,TIR domain-containing adapter molecule 2,TIRP,Q86XR7,100302736,TICAM2,-0.092166992
20562-78,3,SL018479,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,3820,KLRB1,-0.092651144
7174-15,3,SL002722,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38,P28907,952,CD38,-0.09313656
22140-6,3,SL022855,Protein FAM204A,F204A,Q9H8W3,63877,FAM204A,-0.0931561
10699-52,3,SL018603,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,4035,LRP1,-0.09330308
25910-1,3,SL006807,IgGFc-binding protein,FCGBP,Q9Y6R7,8857,FCGBP,-0.093321046
15361-37,3,SL019275,Ankyrin repeat domain-containing protein 1,ANKR1,Q15327,27063,ANKRD1,-0.093581761
12581-39,3,SL014587,Inositol monophosphatase 2,IMPA2,O14732,3613,IMPA2,-0.093653131
15322-35,3,SL007330,Death domain-containing protein CRADD,CRADD,P78560,8738,CRADD,-0.093671326
14757-144,3,SL004342,Fibroblast growth factor 8 isoform B,FGF-8B,P55075,2253,FGF8,-0.093863173
19575-4,3,SL005159,Erythropoietin receptor,EPO-R,P19235,2057,EPOR,-0.094237247
24013-6,3,SL010865,Metabotropic glutamate receptor 4,GRM4,Q14833,2914,GRM4,-0.094255899
24664-3,3,SL016466,UPF0510 protein INM02,INM02,Q5UCC4,284361,EMC10,-0.094276553
9043-7,3,SL007737,Tuftelin-interacting protein 11,TFP11,Q9UBB9,24144,TFIP11,-0.094935126
15336-7,3,SL019976,Selenoprotein M,SELM,Q8WWX9,140606,SELENOM,-0.094939583
6641-60,3,SL017289,PolyUbiquitin K48-linked,PolyUbiquitin K48,P0CG47,7314,UBB,-0.095369573
21269-198,3,SL007200,Epoxide hydrolase 2,HYES,P34913,2053,EPHX2,-0.095438413
21311-22,3,SL022078,Jun dimerization protein 2,JDP2,Q8WYK2,122953,JDP2,-0.09544523
19207-119,3,SL006494,Adenosine kinase,ADK,P55263,132,ADK,-0.095574867
24671-15,3,SL007810,Apoptosis-associated speck-like protein containing a CARD,ASC,Q9ULZ3,29108,PYCARD,-0.095725346
20557-19,3,SL017433,V-set and immunoglobulin domain-containing protein 8,VSIG8,P0DPA2,391123,VSIG8,-0.095763907
12936-38,3,SL019347,Retinaldehyde-binding protein 1,RLBP1,P12271,6017,RLBP1,-0.096051479
20536-11,3,SL005160,Endothelial cell-selective adhesion molecule,ESAM,Q96AP7,90952,ESAM,-0.096355505
14007-22,3,SL020287,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPS1,O43252,9061,PAPSS1,-0.096625331
24422-36,3,SL023761,Spermatogenesis-associated protein 24,SPA24,Q86W54,202051,SPATA24,-0.096729283
14128-121,3,SL017106,Interferon alpha-10,IFN10,P01566,3446,IFNA10,-0.096843244
25436-44,3,SL019765,Saccharopine dehydrogenase-like oxidoreductase,SCPDL,Q8NBX0,51097,SCCPDH,-0.096904117
24963-1,3,SL023478,Armadillo repeat-containing protein 3,ARMC3,Q5W041,219681,ARMC3,-0.097350324
13085-18,3,SL025874,Glucagon-like peptide 1 receptor:Cytoplasmic domain,GLP1R:CD,P43220,2740,GLP1R,-0.097568969
10605-22,3,SL004748,Adipocyte plasma membrane-associated protein,APMAP,Q9HDC9,57136,APMAP,-0.097903286
7136-107,3,SL005733,Hemoglobin subunit epsilon,Hemoglobin epsilon chain,P02100,3046,HBE1,-0.097983644
4383-97,1,SL004837,Inhibin beta A chain:Inhibin beta B chain heterodimer,Activin AB,P08476|P09529,3624|3625,INHBA|INHBB,-0.098010699
23570-87,3,SL023726,Zinc finger protein with KRAB and SCAN domains 7,ZKSC7,Q9P0L1,55888,ZKSCAN7,-0.098043242
4137-57,2,SL004351,Interleukin-25,IL-17E,Q9H293,64806,IL25,-0.098114009
15613-16,3,SL012420,Pancreatic triacylglycerol lipase,LIPP,P16233,5406,PNLIP,-0.098187953
8394-56,3,SL004559,Non-secretory ribonuclease,RNase 2,P10153,6036,RNASE2,-0.098220189
2844-53,2,SL003199,"Tyrosine-protein kinase receptor Tie-1, soluble",sTie-1,P35590,7075,TIE1,-0.098285706
10575-31,3,SL018139,Poly(U)-binding-splicing factor PUF60,PUF60,Q9UHX1,22827,PUF60,-0.098672949
14153-8,3,SL004139,Ephrin-A3,Ephrin-A3,P52797,1944,EFNA3,-0.099635222
16297-14,3,SL008763,Roundabout homolog 4,ROBO4,Q8WZ75,54538,ROBO4,-0.09965799
2741-22,2,SL005217,Sialic acid-binding Ig-like lectin 6,Siglec-6,O43699,946,SIGLEC6,-0.100089007
9886-28,3,SL013824,DNA repair protein XRCC4,XRCC4,Q13426,7518,XRCC4,-0.100170501
25424-234,3,SL018437,Synaptotagmin-12,SYT12,Q8IV01,91683,SYT12,-0.10017351
21674-132,3,SL005869,Butyrophilin subfamily 1 member A1,Butyrophilin 1A1,Q13410,696,BTN1A1,-0.100380869
9115-78,3,SL008406,ADAM DEC1,ADEC1,O15204,27299,ADAMDEC1,-0.100868802
18327-6,3,SL016768,Sorting nexin-5,SNX5,Q9Y5X3,27131,SNX5,-0.100977934
11287-14,3,SL005251,Cytochrome b5,Cytochrome b5,P00167,1528,CYB5A,-0.101319018
3487-32,2,SL003167,C-X-C motif chemokine 13,BLC,O43927,10563,CXCL13,-0.102499766
22374-56,3,SL023051,Hairy/enhancer-of-split related with YRPW motif protein 1,HEY1,Q9Y5J3,23462,HEY1,-0.10252741
5693-6,3,SL012438,Lithostathine-1-beta,REG1B,P48304,5968,REG1B,-0.102666003
24696-14,3,SL023607,PDZ domain-containing protein MAGIX,MAGIX,Q9H6Y5,79917,MAGIX,-0.10267368
13429-3,3,SL012827,WAP four-disulfide core domain protein 10A,WF10A,Q9H1F0,140832,WFDC10A,-0.103157427
14101-2,3,SL005153,Ciliary neurotrophic factor receptor subunit alpha,CNTFR alpha,P26992,1271,CNTFR,-0.103520635
12460-18,3,SL008613,Proteasome subunit alpha type-7,PSA7,O14818,5688,PSMA7,-0.104056857
6909-40,3,SL014911,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,Q10469,4247,MGAT2,-0.104079866
15580-2,3,SL008537,Ephrin type-A receptor 7,EPHA7,Q15375,2045,EPHA7,-0.104397434
9582-93,3,SL011248,Sushi domain-containing protein 1,SUSD1,Q6UWL2,64420,SUSD1,-0.10557327
10627-87,3,SL007366,Amyloid-like protein 2,APLP2,Q06481,334,APLP2,-0.105882994
4136-40,2,SL004353,Interleukin-17D,IL-17D,Q8TAD2,53342,IL17D,-0.106159219
21008-113,3,SL022098,Protein mago nashi homolog,MGN,P61326,4116,MAGOH,-0.106313654
22572-19,3,SL020705,Pepsin A-4,PEPA4,P0DJD7,643847,PGA4,-0.106548077
24642-21,3,SL023249,Protein FAM92A,FA92A,A1XBS5,137392,FAM92A,-0.106910875
22391-34,3,SL023043,Histone deacetylase complex subunit SAP30L,SP30L,Q9HAJ7,79685,SAP30L,-0.106921055
9609-25,3,SL019042,Zinc finger protein 275,ZN275,Q9NSD4,10838,ZNF275,-0.107220136
21931-16,3,SL022737,UB2L3/PolyUbiquitin K48,UB2L3/ PolyUbiquitin K48,P68036|P0CG47,7332|7314,UBE2L3|UBB,-0.107835217
11318-20,3,SL004840,Apolipoprotein A-V,Apo A-V,Q6Q788,116519,APOA5,-0.107940241
21763-46,3,SL022675,Ubiquitin carboxyl-terminal hydrolase 4,UBP4,Q13107,7375,USP4,-0.108214312
14103-12,3,SL010619,Tryptase gamma,TPSG1,Q9NRR2,25823,TPSG1,-0.108441783
19273-3,3,SL000434,"Glutathione reductase, mitochondrial",Glutathione reductase,P00390,2936,GSR,-0.108448417
7846-44,3,SL009418,Pregnancy-specific beta-1-glycoprotein 11,PSG11,Q9UQ72,5680,PSG11,-0.108493787
20197-14,3,SL007318,Visinin-like protein 1,VISL1,P62760,7447,VSNL1,-0.10864968
6210-100,3,SL017258,Interferon alpha-5,IFNA5,P01569,3442,IFNA5,-0.108694516
4143-74,2,SL003186,Lymphotactin,Lymphotactin,P47992,6375,XCL1,-0.108778711
2785-15,2,SL000515,C-C motif chemokine 8,MCP-2,P80075,6355,CCL8,-0.109099311
23248-1,3,SL023240,X antigen family member 2,XAGE2,Q96GT9,9502,XAGE2,-0.10919361
24318-13,3,SL023428,"FYVE, RhoGEF and PH domain-containing protein 2",FGD2,Q7Z6J4,221472,FGD2,-0.109230418
24945-16,3,SL023640,Sorting nexin-27,SNX27,Q96L92,81609,SNX27,-0.109295259
11178-21,3,SL025996,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6",SVEP1:EGF-like domains 4-6,Q4LDE5,79987,SVEP1,-0.109367129
19130-81,3,SL013044,Serpin B8,SPB8,P50452,5271,SERPINB8,-0.109434944
20067-26,3,SL004728,Factor seven-activating protease,FSAP,Q14520,3026,HABP2,-0.109916193
21391-17,3,SL001767,Choriogonadotropin subunit beta 3,b-CF,P0DN86,1082,CGB3,-0.110128493
23354-12,3,SL023714,Beta-crystallin A2,CRBA2,P53672,1412,CRYBA2,-0.110135887
8819-3,3,SL000466,Insulin-like growth factor-binding protein 2,IGFBP-2,P18065,3485,IGFBP2,-0.11029167
14008-22,3,SL020295,mRNA-decapping enzyme 1A,DCP1A,Q9NPI6,55802,DCP1A,-0.110519602
5107-7,2,SL005703,Neurogenic locus notch homolog protein 1,Notch 1,P46531,4851,NOTCH1,-0.110569189
12667-2,3,SL009095,Guanine deaminase,GUAD,Q9Y2T3,9615,GDA,-0.11080765
7786-83,3,SL015109,C-type lectin domain family 2 member B,CLC2B,Q92478,9976,CLEC2B,-0.110936083
7878-2,3,SL018295,Protein transport protein Sec61 subunit beta,SC61B,P60468,10952,SEC61B,-0.111491871
12446-49,3,SL005253,Glutathione S-transferase A1,GST A1-1,P08263,2938,GSTA1,-0.111698843
4374-45,2,SL003869,Growth/differentiation factor 15,MIC-1,Q99988,9518,GDF15,-0.111711806
20247-17,3,SL021764,Dihydropyrimidinase-related protein 4,DPYL4,O14531,10570,DPYSL4,-0.111739783
10569-28,3,SL012443,Microfibrillar-associated protein 2,MFAP2,P55001,4237,MFAP2,-0.112156445
10975-59,3,SL008738,Mucin-like protein 1,MUCL1,Q96DR8,118430,MUCL1,-0.112199491
12516-13,3,SL019731,Transcriptional enhancer factor TEF-3,TEAD4,Q15561,7004,TEAD4,-0.11227915
17855-28,3,SL005549,Regulator of G-protein signaling 4,RGS4,P49798,5999,RGS4,-0.112467871
10908-2,3,SL017992,Polypeptide N-acetylgalactosaminyltransferase 13,GLT13,Q8IUC8,114805,GALNT13,-0.113019238
10372-18,3,SL007229,Signal transducer and activator of transcription 6,STAT6,P42226,6778,STAT6,-0.113038855
22142-4,3,SL022821,Putative protein N-methyltransferase FAM86B1,F86B1,Q8N7N1,85002,FAM86B1,-0.113066719
20434-23,3,SL022156,Purkinje cell protein 4-like protein 1,PC4L1,A6NKN8,654790,PCP4L1,-0.113364166
20577-5,3,SL021767,Frizzled-8,FZD8,Q9H461,8325,FZD8,-0.113482329
15419-15,3,SL012374,Matrix metalloproteinase-20,MMP20,O60882,9313,MMP20,-0.113484484
10463-23,3,SL002514,Intestinal-type alkaline phosphatase,"Alkaline phosphatase, intestine",P09923,248,ALPI,-0.113621049
5610-32,3,SL008349,Protein FAM171A1,CJ038,Q5VUB5,221061,FAM171A1,-0.113633167
16315-105,3,SL003321,Vascular endothelial growth factor receptor 1,VEGF sR1,P17948,2321,FLT1,-0.114141018
13041-47,3,SL007634,TNF receptor-associated factor 4,TRAF4,Q9BUZ4,9618,TRAF4,-0.114295664
9956-7,3,SL025783,Disintegrin and metalloproteinase domain-containing protein 15:Cytoplasmic domain,ADA15:CD,Q13444,8751,ADAM15,-0.114439179
4163-5,2,SL002093,Histone H2A.z,Histone H2A.z,P0C0S5,3015,H2AZ1,-0.114480239
7146-16,3,SL006466,Protein disulfide-isomerase A4,PDIA4,P13667,9601,PDIA4,-0.11464854
7064-2,4,SL008698,Vesicle-associated membrane protein 8,VAMP8,Q9BV40,8673,VAMP8,-0.114685486
11302-237,3,SL008783,Tenascin-R,TENR,Q92752,7143,TNR,-0.114696921
7863-50,3,SL008875,Membrane-associated progesterone receptor component 1,PGRC1,O00264,10857,PGRMC1,-0.114859321
15692-300,3,SL007608,Nodal homolog,NODAL,Q96S42,4838,NODAL,-0.115169519
8299-66,3,SL018438,Leukocyte immunoglobulin-like receptor subfamily A member 4,LIRA4,P59901,23547,LILRA4,-0.115174256
19545-145,3,SL020843,Oxidized Protein deglycase DJ-1,Oxidized PARK7,Q99497,11315,PARK7,-0.115325777
23690-228,3,SL023335,RNA-binding protein 41,RBM41,Q96IZ5,55285,RBM41,-0.115632424
8932-1,3,SL014128,Ectonucleoside triphosphate diphosphohydrolase 6,ENTP6,O75354,955,ENTPD6,-0.115716959
18171-25,3,SL003326,C-X-C motif chemokine 11,I-TAC,O14625,6373,CXCL11,-0.115860662
10000-28,3,SL019233,Beta-crystallin B2,CRBB2,P43320,1415,CRYBB2,-0.115886496
22529-31,3,SL022953,PHD finger protein 6,PHF6,Q8IWS0,84295,PHF6,-0.115972999
